0.000E+00 0.000000E+00 0.000000E+00
1.000E-08 1.000000E+01 4.391596E-01
2.000E-08 1.000000E+01 1.347326E+00
3.000E-08 1.000000E+01 2.161594E+00
4.000E-08 1.000000E+01 2.889392E+00
5.000E-08 1.000000E+01 3.579506E+00
6.000E-08 1.000000E+01 4.182230E+00
7.000E-08 1.000000E+01 4.746868E+00
8.000E-08 1.000000E+01 5.240006E+00
9.000E-08 1.000000E+01 5.701983E+00
1.000E-07 1.000000E+01 6.105460E+00
1.100E-07 1.000000E+01 6.483441E+00
1.200E-07 1.000000E+01 6.813558E+00
1.300E-07 1.000000E+01 7.122815E+00
1.400E-07 1.000000E+01 7.392911E+00
1.500E-07 1.000000E+01 7.645940E+00
1.600E-07 1.000000E+01 7.866927E+00
1.700E-07 1.000000E+01 8.073951E+00
1.800E-07 1.000000E+01 8.254759E+00
1.900E-07 1.000000E+01 8.424141E+00
2.000E-07 1.000000E+01 8.572075E+00
2.100E-07 1.000000E+01 8.710661E+00
2.200E-07 1.000000E+01 8.831698E+00
2.300E-07 1.000000E+01 8.945086E+00
2.400E-07 1.000000E+01 9.044116E+00
2.500E-07 1.000000E+01 9.136889E+00
2.600E-07 1.000000E+01 9.217913E+00
2.700E-07 1.000000E+01 9.293818E+00
2.800E-07 1.000000E+01 9.360111E+00
2.900E-07 1.000000E+01 9.422215E+00
3.000E-07 1.000000E+01 9.476454E+00
3.100E-07 1.000000E+01 9.527267E+00
3.200E-07 1.000000E+01 9.571645E+00
3.300E-07 1.000000E+01 9.613218E+00
3.400E-07 1.000000E+01 9.649527E+00
3.500E-07 1.000000E+01 9.683542E+00
3.600E-07 1.000000E+01 9.713250E+00
3.700E-07 1.000000E+01 9.741080E+00
3.800E-07 1.000000E+01 9.765386E+00
3.900E-07 1.000000E+01 9.788156E+00
4.000E-07 1.000000E+01 9.808043E+00
4.100E-07 1.000000E+01 9.826673E+00
4.200E-07 1.000000E+01 9.842944E+00
4.300E-07 1.000000E+01 9.858187E+00
4.400E-07 1.000000E+01 9.871500E+00
4.500E-07 1.000000E+01 9.883971E+00
4.600E-07 1.000000E+01 9.894864E+00
4.700E-07 1.000000E+01 9.905068E+00
4.800E-07 1.000000E+01 9.913979E+00
4.900E-07 1.000000E+01 9.922328E+00
5.000E-07 1.000000E+01 9.929619E+00
5.100E-07 1.000000E+01 9.936450E+00
5.200E-07 1.000000E+01 9.942416E+00
5.300E-07 1.000000E+01 9.948005E+00
5.400E-07 1.000000E+01 9.952886E+00
5.500E-07 1.000000E+01 9.957458E+00
5.600E-07 1.000000E+01 9.961452E+00
5.700E-07 1.000000E+01 9.965193E+00
5.800E-07 1.000000E+01 9.968461E+00
5.900E-07 1.000000E+01 9.971522E+00
6.000E-07 1.000000E+01 9.974195E+00
6.100E-07 1.000000E+01 9.976700E+00
6.200E-07 1.000000E+01 9.978887E+00
6.300E-07 1.000000E+01 9.980936E+00
6.400E-07 1.000000E+01 9.982726E+00
6.500E-07 1.000000E+01 9.984402E+00
6.600E-07 1.000000E+01 9.985866E+00
6.700E-07 1.000000E+01 9.987238E+00
6.800E-07 1.000000E+01 9.988436E+00
6.900E-07 1.000000E+01 9.989559E+00
7.000E-07 1.000000E+01 9.990539E+00
7.100E-07 1.000000E+01 9.991457E+00
7.200E-07 1.000000E+01 9.992259E+00
7.300E-07 1.000000E+01 9.993010E+00
7.400E-07 1.000000E+01 9.993666E+00
7.500E-07 1.000000E+01 9.994281E+00
7.600E-07 1.000000E+01 9.994818E+00
7.700E-07 1.000000E+01 9.995321E+00
7.800E-07 1.000000E+01 9.995760E+00
7.900E-07 1.000000E+01 9.996172E+00
8.000E-07 1.000000E+01 9.996531E+00
8.100E-07 1.000000E+01 9.996868E+00
8.200E-07 1.000000E+01 9.997162E+00
8.300E-07 1.000000E+01 9.997437E+00
8.400E-07 1.000000E+01 9.997678E+00
8.500E-07 1.000000E+01 9.997903E+00
8.600E-07 1.000000E+01 9.998100E+00
8.700E-07 1.000000E+01 9.998284E+00
8.800E-07 1.000000E+01 9.998445E+00
8.900E-07 1.000000E+01 9.998596E+00
9.000E-07 1.000000E+01 9.998728E+00
9.100E-07 1.000000E+01 9.998852E+00
9.200E-07 1.000000E+01 9.998959E+00
9.300E-07 1.000000E+01 9.999060E+00
9.400E-07 1.000000E+01 9.999149E+00
9.500E-07 1.000000E+01 9.999231E+00
9.600E-07 1.000000E+01 9.999303E+00
9.700E-07 1.000000E+01 9.999371E+00
9.800E-07 1.000000E+01 9.999430E+00
9.900E-07 1.000000E+01 9.999485E+00
1.000E-06 1.000000E+01 9.999536E+00
